cell,x_position,x_mid_m,T_hot,T_cold,T_sat,T_wall_hot,T_wall_cold,DeltaT_actual,DeltaT_ONB,ONB_margin,quality,Bo,RLL,P_reduced,rho_l,rho_g,sigma,G,h_fg,q_flux,x_di_raw,x_di,cold_region,h_single_phase,h_subcooled,h_hot,h_cold,P_hot,P_cold,h_hot_W_m2K,h_cold_W_m2K,U_W_m2K,q_W,q_flux_W_m2,T_hot_C,T_cold_C,x,CHF_region,T_wall_hot_C,T_wall_cold_C,T_sat_C,T_wall,R_wall_K_W,R_wall_area_m2K_W,wall_deltaT_conduction_C,dpdz_hot_Pa_m,dpdz_cold_Pa_m,dP_hot_cell_Pa,dP_cold_cell_Pa,cold_cumulative_dP_Pa,cold_cumulative_dP_kPa,phi2,Martinelli_X,cold_heat_transfer_correlation,pressure_drop_correlation
65,33.96306,33.96306,588.3788913958965,546.7991172491302,546.7991172491302,576.0959902458789,550.1246664918273,3.325549242697093,0.7390563771171627,2.5864928655799306,0.600523711212582,8.304814209427533e-05,10.577040117018877,0.26397059839925036,761.3157923096807,29.839816035605715,0.02028869377074478,1580.899425960735,1582522.5611685473,207770.59003241238,0.8203410033511552,0.8203410033511552,Saturated Boiling,18190.787770835483,,16915.43288469064,62477.075174475634,14970800.300008627,5824247.283080467,16915.43288469064,62477.075174475634,4996.914829287756,4061.4461951609683,207770.59003241238,315.22889139589654,273.6491172491302,0.600523711212582,pre_CHF,302.9459902458789,276.9746664918273,273.6491172491302,276.9746664918273,0.0055188353233266915,0.000125,25.971323754051546,1584.1874019213778,14802.044368112991,821.4328516442728,7675.156045753948,175752.71691953234,175.75271691953233,35.91632458894325,0.17043679160104003,Shah boiling,Mishima-Hibiki
66,34.481579999999994,34.481579999999994,588.7591046576644,546.7212034372761,546.7212034372761,576.3253365825934,550.0131565642062,3.291953126930025,0.7445506103050628,2.5474025166249623,0.6149468148922639,8.411291771613366e-05,10.439226327371296,0.2636227396227024,761.4484704964997,29.8010438945186,0.020306873489856478,1580.899425960735,1582996.2240038957,210497.44014709766,0.8201024916905815,0.8201024916905815,Saturated Boiling,18188.237698254372,,16929.49706606916,63943.024712322454,14971621.73286027,5816572.1270347135,16929.49706606916,63943.024712322454,5007.3251526888125,4114.749961691809,210497.44014709766,315.6091046576644,273.57120343727615,0.6149468148922639,pre_CHF,303.17533658259345,276.8631565642062,273.57120343727615,276.8631565642062,0.0055188353233266915,0.000125,26.31218001838721,1585.6020635438133,15394.393247623322,822.1663819887381,7982.300786757644,183427.87296528628,183.42787296528627,39.84012895112907,0.16153911046814518,Shah boiling,Mishima-Hibiki
67,35.0001,35.0001,589.1432830872812,546.6320713474397,546.6320713474397,576.5534198752794,549.8883025986299,3.256231251190229,0.7502181593223862,2.506013091867843,0.6295589391919806,8.521201210435098e-05,10.30083282550126,0.2632609602179363,761.6001723717669,29.75674685689512,0.020327671861935962,1580.899425960735,1583537.7571499357,213320.93821319524,0.8198595645834837,0.8198595645834837,Saturated Boiling,18185.58442920734,,16943.864648969095,65511.605828123975,14972443.89924226,5808589.826247956,16943.864648969095,65511.605828123975,5017.992418533454,4169.942977584036,213320.93821319524,315.99328308728127,273.4820713474397,0.6295589391919806,pre_CHF,303.4034198752794,276.73830259862996,273.4820713474397,276.73830259862996,0.0055188353233266915,0.000125,26.665117276649408,1587.0446030614723,16009.949678815341,822.9143675794346,8301.47910745933,191410.17375204392,191.41017375204393,44.34009230589258,0.152868310762016,Shah boiling,Mishima-Hibiki
68,35.51862,35.51862,589.5315548745815,546.5316856145207,546.5316856145207,576.7802506257399,549.7497972754459,3.2181116609251603,0.756062658349454,2.4620490025757062,0.6443647375787641,8.634625954934864e-05,10.161948808167072,0.2628847147906584,761.7709260727214,29.706930494517316,0.020351097568961758,1580.899425960735,1584147.2431387673,216243.62680235232,0.8196129787509744,0.8196129787509744,Saturated Boiling,18182.82381601057,,16958.549696749375,67195.81219881849,14973266.813609838,5800288.347140497,16958.549696749375,67195.81219881849,5028.936843843013,4227.0749443759705,216243.62680235232,316.3815548745815,273.38168561452073,0.6443647375787641,pre_CHF,303.6302506257399,276.5997972754459,273.38168561452073,276.5997972754459,0.0055188353233266915,0.000125,27.03045335029404,1588.5161305950483,16649.73549618825,823.6773840361444,8633.22084948353,199711.65285950326,199.71165285950326,49.529659991850544,0.14441319820134144,Shah boiling,Mishima-Hibiki
69,36.037139999999994,36.037139999999994,589.92404966724,546.4423539265994,546.4423539265994,577.012578531256,549.6183634446277,3.1760095180283088,0.7618854007115553,2.4141241173167534,0.659352941420013,8.747833271869344e-05,10.026775842934564,0.2624934339327231,761.922786585684,29.66266509114235,0.020371944955776683,1580.899425960735,1584689.2414343941,219153.720693027,0.8194077984492735,0.8194077984492735,Saturated Boiling,18179.951519346214,,16973.56702306775,69002.85387969411,14974090.490993874,5791655.126291013,16973.56702306775,69002.85387969411,5040.1373948300925,4283.960713232853,219153.720693027,316.77404966724,273.2923539265994,0.659352941420013,pre_CHF,303.8625785312561,276.4683634446277,273.2923539265994,276.4683634446277,0.0055188353233266915,0.000125,27.394215086628375,1590.0178039056295,17308.059841669234,824.456031681147,8974.57518910233,208344.8737089868,208.3448737089868,55.523562793554895,0.1361980006948044,Shah boiling,Mishima-Hibiki
70,36.55566,36.55566,590.3206918755019,546.3417430649788,546.3417430649788,577.243535618397,549.4726836194754,3.1309405544966467,0.7678922414746537,2.363048313021993,0.6745391303960356,8.864692887798003e-05,9.891098453649922,0.26208668197527646,762.0937193362062,29.61288427371504,0.020395425936646828,1580.899425960735,1585299.2525440322,222166.81599137257,0.819200028444204,0.819200028444204,Saturated Boiling,18176.964165570807,,16988.92416848406,70958.49062745749,14974914.947025556,5782680.551101911,16988.92416848406,70958.49062745749,5051.6627159177,4342.85992718423,222166.81599137257,317.1706918755019,273.1917430649788,0.6745391303960356,pre_CHF,304.093535618397,276.32268361947547,273.1917430649788,276.32268361947547,0.0055188353233266915,0.000125,27.77085199892157,1591.550027042971,17992.02681452624,825.2505200223212,9329.225743868146,217319.44889808912,217.31944889808912,62.52023416811798,0.12817684638498214,Shah boiling,Mishima-Hibiki
71,37.07418,37.07418,590.7216129936427,546.2298128643955,546.2298128643955,577.473102604442,549.3123384068841,3.082525542488611,0.7740880115944468,2.308437530894164,0.6899282827031187,8.985312685480167e-05,9.754984045910858,0.26166385629798,762.2837563586116,29.557594282324974,0.020421550365201005,1580.899425960735,1585977.3705089167,225286.11358046308,0.818990389146581,0.818990389146581,Saturated Boiling,18173.857137935593,,17004.637273342298,73084.91380693555,14975740.197545579,5773351.3253580425,17004.637273342298,73084.91380693555,5063.542336475813,4403.8351562713215,225286.11358046308,317.5716129936427,273.07981286439554,0.6899282827031187,pre_CHF,304.32310260444206,276.16233840688415,273.07981286439554,276.16233840688415,0.0055188353233266915,0.000125,28.160764197557885,1593.1140333194733,18702.779056116422,826.0614885568133,9697.764996177486,226648.67464195727,226.64867464195729,70.74858008022211,0.12033995218661611,Shah boiling,Mishima-Hibiki
72,37.592699999999994,37.592699999999994,591.12694663285,546.1289490047171,546.1289490047171,577.7080320492522,549.1580778540132,3.0291288492960575,0.7802772375943076,2.24885161170175,0.7055133354138154,9.105986523857942e-05,9.622275356091455,0.2612243274275948,762.4548906090112,29.507853088543197,0.020445093437740952,1580.899425960735,1586587.9728679624,228399.63356191225,0.8188231499432259,0.8188231499432259,Saturated Boiling,18170.625602383378,,17020.723407919173,75401.09547172092,14976566.259034136,5763653.560361865,17020.723407919173,75401.09547172092,5075.773269944705,4464.697446166353,228399.63356191225,317.97694663285006,272.97894900471715,0.7055133354138154,pre_CHF,304.55803204925223,276.0080778540132,272.97894900471715,276.0080778540132,0.0055188353233266915,0.000125,28.54995419523903,1594.7111136096519,19434.06244849099,826.8896066288767,10076.950060791547,236346.43963813476,236.34643963813477,80.46747087062626,0.11270555675483138,Shah boiling,Mishima-Hibiki
73,38.11122,38.11122,591.5366221237593,546.0167368784231,546.0167368784231,577.941379566846,548.988284401961,2.971547523537879,0.7866654033416178,2.184882120196261,0.721306481117666,9.230618971183418e-05,9.48907635836142,0.2607676128671891,762.6451523374736,29.452607063033792,0.020471287042968574,1580.899425960735,1587266.7503421283,231624.76131908008,0.8186549952165932,0.8186549952165932,Saturated Boiling,18167.265784616095,,17037.192264090645,77947.52043652692,14977393.148640765,5753576.610301074,17037.192264090645,77947.52043652692,5088.430255715798,4527.7414162307105,231624.76131908008,318.38662212375937,272.8667368784231,0.721306481117666,pre_CHF,304.791379566846,275.838284401961,272.8667368784231,275.838284401961,0.0055188353233266915,0.000125,28.95309516488501,1596.341792264238,20193.743751339356,827.7351461248526,10470.860009944483,246423.3896989263,246.42338969892631,92.0923095498598,0.10523605459911071,Shah boiling,Mishima-Hibiki
74,38.62974,38.62974,591.9507767496272,545.8931313788099,545.8931313788099,578.1730751143969,548.8023517928048,2.909220413994831,0.7932592269143496,2.1159611870804813,0.7373131667724708,9.359359146635175e-05,9.355424744258542,0.26029304524527347,762.8545776159514,29.391863104314726,0.020500142238287878,1580.899425960735,1588013.808922805,234965.7865727372,0.8184865545418165,0.8184865545418165,Saturated Boiling,18163.77252828013,,17054.06262913382,80765.89365399668,14978220.88378689,5743105.75029113,17054.06262913382,80765.89365399668,5101.558811376293,4593.050920825589,234965.7865727372,318.8007767496272,272.74313137880995,0.7373131667724708,pre_CHF,305.0230751143969,275.6523517928048,272.74313137880995,275.6523517928048,0.0055188353233266915,0.000125,29.370723321592152,1598.0074575530693,20983.109278284253,828.5988268904175,10880.161822975952,256894.24970887078,256.8942497088708,106.14363161646935,0.09792239908684172,Shah boiling,Mishima-Hibiki
75,39.14825999999999,39.14825999999999,592.3695511747892,545.7693449292625,545.7693449292625,578.4064373863743,548.6102792518684,2.8409343226059036,0.7999667756488175,2.040967546957086,0.7535349634066,9.49046223755162e-05,9.223079464300232,0.2597999269610559,763.0641474040276,29.331147041781264,0.020529041808634553,1580.899425960735,1588761.2919240966,238369.26507604722,0.8183398424026254,0.8183398424026254,Saturated Boiling,18160.140428528117,,17071.354476378998,83905.23609761067,14979049.482613781,5732225.588468154,17071.354476378998,83905.23609761067,5115.197641403766,4659.581245523729,238369.26507604722,319.2195511747892,272.6193449292625,0.7535349634066,pre_CHF,305.2564373863743,275.4602792518684,272.6193449292625,275.4602792518684,0.0055188353233266915,0.000125,29.7961581345059,1599.7095699973145,21799.408702512752,829.4814062350075,11303.429400426912,267774.41153184674,267.77441153184674,123.30383773365246,0.09076624506360859,Shah boiling,Mishima-Hibiki
76,39.66678,39.66678,592.7929868031529,545.6453769169974,545.6453769169974,578.6412954725762,548.4113639677081,2.7659870507106916,0.806796282722935,1.9591907679877565,0.7699758509609936,9.62409413144735e-05,9.09192331418263,0.2592876250484187,763.2738623136327,29.27045883098685,0.020557985893449537,1580.899425960735,1589509.201266658,241839.45203894458,0.8182150520468677,0.8182150520468677,Saturated Boiling,18156.364528703594,,17089.084717133203,87433.32763499563,14979878.964020016,5720922.159067727,17089.084717133203,87433.32763499563,5129.410645054965,4727.415570077354,241839.45203894458,319.6429868031529,272.49537691699743,0.7699758509609936,pre_CHF,305.4912954725762,275.2613639677081,272.49537691699743,275.2613639677081,0.0055188353233266915,0.000125,30.229931504868073,1601.4492419958585,22643.47552456278,830.3834609596926,11741.094928996292,279077.84093227366,279.07784093227366,144.54590373001142,0.08375726178956715,Shah boiling,Mishima-Hibiki
77,40.1853,40.1853,593.2211291099734,545.5099312898956,545.5099312898956,578.8740097513773,548.1940016269742,2.6840703370786514,0.8138563067907698,1.8702140302878816,0.7866428282926083,9.762367849980926e-05,8.960188243465229,0.2587554869533771,763.5028084480585,29.2042852227178,0.020589612191999843,1580.899425960735,1590325.5908758382,245440.06499522465,0.8180910739684786,0.8180910739684786,Saturated Boiling,18152.439698417278,,17107.271422271304,91443.23142528094,14980709.347480975,5709181.06413873,17107.271422271304,91443.23142528094,5144.286377399198,4797.799428491818,245440.06499522465,320.0711291099734,272.3599312898956,0.7866428282926083,pre_CHF,305.72400975137737,275.04400162697425,272.3599312898956,275.04400162697425,0.0055188353233266915,0.000125,30.68000812440308,1603.227651575064,23520.566185817966,831.3056018947022,12195.883978670332,290818.93586126994,290.81893586126995,171.29491285963118,0.07687634671452089,Shah boiling,Mishima-Hibiki
78,40.70381999999999,40.70381999999999,593.6541320184992,545.3742680505773,545.3742680505773,579.1078017768363,547.9678572106843,2.593589160107058,0.8210597837252493,1.7725293763818086,0.8035403934954487,9.903632270638365e-05,8.829427390819946,0.2582027365917621,763.7319288230257,29.138144649821072,0.020621291816260576,1580.899425960735,1591142.4926806707,249119.55652921533,0.8179893081559473,0.8179893081559473,Saturated Boiling,18148.3598633204,,17125.938459426485,96052.05032509218,14981540.65308287,5696985.18016006,17125.938459426485,96052.05032509218,5159.905932931685,4869.725185108874,249119.55652921533,320.50413201849926,272.2242680505773,0.8035403934954487,pre_CHF,305.9578017768363,274.81785721068434,272.2242680505773,274.81785721068434,0.0055188353233266915,0.000125,31.139944566151918,1605.0464881937044,24427.704658443177,832.2487050581996,12666.253419495955,303014.8198399403,303.0148198399403,205.56867422722104,0.07012161668413411,Shah boiling,Mishima-Hibiki
79,41.22234,41.22234,594.0920535810735,545.2270530334857,545.2270530334857,585.2126473926119,566.1828513509092,20.9557983174235,0.6398633266994066,20.315934990724095,0.820674918764268,0.00010050094483544777,8.697920141356585,0.2576286678182171,763.9803401235007,29.06652957521152,0.02065567179926606,1580.899425960735,1592028.0505698912,152238.36833362107,0.817888571423705,0.817888571423705,CHF / Dryout,18144.119428753915,,17145.106902694395,7264.737235376227,14982372.901787927,5684318.9267405635,17145.106902694395,7264.737235376227,3115.4889312926916,2975.9165709143085,152238.36833362107,320.94205358107354,272.07705303348575,0.820674918764268,post_CHF,312.0626473926119,293.03285135090925,272.07705303348575,293.03285135090925,0.0055188353233266915,0.000125,19.029796041702635,1606.9071077434407,25370.562502566707,833.2134735071288,13155.144068830889,315681.07325943623,315.68107325943623,250.51546026421394,0.06347497723387843,Dougall-Rohsenow post-CHF,Mishima-Hibiki
80,41.74086,41.74086,594.3589932540519,545.0795806396837,545.0795806396837,585.375877840391,566.1105613780942,21.03098073841045,0.6447543895111223,20.386226348899328,0.8311412468963063,0.00010150126300736769,8.611106208614263,0.2570324412016094,764.228957891782,28.994953130495176,0.020690114817311738,1580.899425960735,1592914.2157827164,154122.5316983743,0.8180566488141957,0.8180566488141957,CHF / Dryout,18139.71177595023,,17156.913231237762,7328.356847233861,14983206.115261434,5671163.782671733,17156.913231237762,7328.356847233861,3127.5237167384057,3012.7477130294897,154122.5316983743,321.20899325405196,271.92958063968376,0.8311412468963063,post_CHF,312.22587784039104,292.9605613780942,271.92958063968376,292.9605613780942,0.0055188353233266915,0.000125,19.265316462296788,1608.050339318814,25980.09482332239,833.8062619435914,13471.198767789125,328836.2173282671,328.83621732826714,285.0522184348303,0.05948122906442545,Dougall-Rohsenow post-CHF,Mishima-Hibiki
81,42.25937999999999,42.25937999999999,594.6286256865775,544.9318498275593,544.9318498275593,585.5409767749915,566.037798327531,21.10594849997176,0.6496958440495074,20.456252655922253,0.841725509041788,0.00010251837065685973,8.5245646373015,0.2564218901334536,764.4777831644703,28.923415242531586,0.020724621107260678,1580.899425960735,1593800.9915722476,156025.42757968337,0.8182398657302326,0.8182398657302326,CHF / Dryout,18135.194437627226,,17168.954159393626,7392.485942050504,14984039.921523377,5657692.583903944,17168.954159393626,7392.485942050504,3139.5482882491715,3049.945033572905,156025.42757968337,321.4786256865775,271.7818498275593,0.841725509041788,post_CHF,312.3909767749915,292.8877983275311,271.7818498275593,292.8877983275311,0.0055188353233266915,0.000125,19.50317844746042,1609.2133800200327,26604.505966311426,834.4093218079873,13794.9684336518,342307.41609605623,342.3074160960562,326.9713422302329,0.05551592106063326,Dougall-Rohsenow post-CHF,Mishima-Hibiki
82,42.7779,42.7779,594.9009576621804,544.7724649038695,544.7724649038695,585.7061491363249,565.958877318289,21.186412414419465,0.6547543146573055,20.531658099762158,0.8524288239532133,0.00010357267850186936,8.436783285732465,0.2557966649506375,764.7459820997753,28.846417475951636,0.020761852760331597,1580.899425960735,1594756.6674712007,157978.1745442878,0.8184173880717845,0.8184173880717845,CHF / Dryout,18130.564503421294,,17181.235922429263,7456.579785861626,14984874.330845185,5643897.615470292,17181.235922429263,7456.579785861626,3151.4646830887646,3088.1168303044224,157978.1745442878,321.75095766218044,271.6224649038695,0.8524288239532133,post_CHF,312.55614913632496,292.808877318289,271.6224649038695,292.808877318289,0.0055188353233266915,0.000125,19.747271818035973,1610.396618266193,27249.128701287547,835.0228545033864,14129.218214191618,356102.384529708,356.102384529708,378.61935038146964,0.05157137671599881,Dougall-Rohsenow post-CHF,Mishima-Hibiki
83,43.29642,43.29642,595.1760491716258,544.6127777421523,544.6127777421523,585.8732332928969,565.8794266653092,21.266648923156936,0.6598664707400211,20.606782452416915,0.8632534796411183,0.00010464650881764027,8.349181874006746,0.2551562906660929,765.0144242099576,28.76946425007284,0.020799158369921876,1580.899425960735,1595713.059399092,159950.45302070092,0.8186101969470915,0.8186101969470915,CHF / Dryout,18125.818110483757,,17193.767468453494,7521.1874517067245,14985709.353699688,5629768.397256101,17193.767468453494,7521.1874517067245,3163.3723154919376,3126.6704240184145,159950.45302070092,322.0260491716258,271.4627777421523,0.8632534796411183,post_CHF,312.7232332928969,292.72942666530923,271.4627777421523,292.72942666530923,0.0055188353233266915,0.000125,19.993806627587617,1611.600689431514,27909.65080604569,835.6471894840286,14471.712135950811,370231.6027438996,370.2316027438996,443.18289862641376,0.047650104583236555,Dougall-Rohsenow post-CHF,Mishima-Hibiki
84,43.81493999999999,43.81493999999999,595.4539062442147,544.441347454854,544.441347454854,586.0404198402283,565.7937101708716,21.352362716017524,0.665099058809966,20.68726365720756,0.8741997473599146,0.0001057607824929445,8.260283008025565,0.2545003936331001,765.3023121036048,28.687063688161103,0.02083921107778191,1580.899425960735,1596738.5643076745,161973.67735485372,0.8187973972380935,0.8187973972380935,CHF / Dryout,18120.95212009364,,17206.555616446265,7585.749619799629,14986545.000889173,5615296.6851201495,17206.555616446265,7585.749619799629,3175.1725692426025,3166.2198942905065,161973.67735485372,322.3039062442148,271.2913474548541,0.8741997473599146,post_CHF,312.89041984022833,292.6437101708716,271.2913474548541,292.6437101708716,0.0055188353233266915,0.000125,20.246709669356715,1612.8260092991513,28591.659347818724,836.2825423417959,14825.347205030965,384703.3148798504,384.70331487985044,525.488970704062,0.04374474589442181,Dougall-Rohsenow post-CHF,Mishima-Hibiki
85,44.33346,44.33346,595.7345882839942,544.26956704272,544.26956704272,586.2095614141265,565.7074054327542,21.43783839003413,0.6703889017583561,20.767449488275773,0.8852708213967753,0.00010689839631893872,8.171413996190955,0.25382846890480826,765.5904822962182,28.604714040422834,0.020879349404698926,1580.899425960735,1597764.9010542515,164017.24785097878,0.8189996789013962,0.8189996789013962,CHF / Dryout,18115.962391154728,,17219.609990796413,7650.829569049575,14987381.283431515,5600471.337915119,17219.609990796413,7650.829569049575,3186.9655135678736,3206.1670861174903,164017.24785097878,322.5845882839942,271.11956704272006,0.8852708213967753,post_CHF,313.0595614141265,292.5574054327542,271.11956704272006,292.5574054327542,0.0055188353233266915,0.000125,20.502155981372347,1614.0732462039653,29290.662529852696,836.92925962168,15187.794334979219,399528.6620848814,399.5286620848814,632.6325437732245,0.03985578358416727,Dougall-Rohsenow post-CHF,Mishima-Hibiki
86,44.85198,44.85198,596.0181004063897,544.0974348492423,544.0974348492423,586.3806679312523,565.620508319407,21.523073470164718,0.6757374828437969,20.84733598732092,0.8964678370087389,0.00010806177917560597,8.08244379927632,0.2531401170948472,765.8789364298565,28.52241519486369,0.02091957372706278,1580.899425960735,1598792.0747912277,166081.27689476288,0.8192166370469309,0.8192166370469309,CHF / Dryout,18110.84553520953,,17232.938059303528,7716.4293995922435,14988218.212691138,5585283.54358014,17232.938059303528,7716.4293995922435,3198.750923405679,3246.51419638594,166081.27689476288,322.8681004063898,270.9474348492423,0.8964678370087389,post_CHF,313.23066793125236,292.47050831940703,270.9474348492423,292.47050831940703,0.0055188353233266915,0.000125,20.76015961184536,1615.3428453900067,30007.05637519984,837.5875721916262,15559.25887166862,414716.4564198606,414.7164564198606,775.8503233119038,0.03597861206017765,Dougall-Rohsenow post-CHF,Mishima-Hibiki
87,45.37049999999999,45.37049999999999,596.3044468939512,543.9249492054785,543.9249492054785,586.5537490049268,565.5330146144071,21.60806540892861,0.6811463457339946,20.926919063194614,0.9077919336931577,0.00010925396422500184,7.993209204003504,0.25243492951001806,766.1676761575234,28.44016703956182,0.02095988442402299,1580.899425960735,1599820.0907052,168165.87512415726,0.8194476436732303,0.8194476436732303,CHF / Dryout,18105.59806332092,,17246.547584398944,7782.551188255346,14989055.800263328,5569724.284708471,17246.547584398944,7782.551188255346,3210.5285950683315,3287.263387818146,168165.87512415726,323.1544468939512,270.7749492054785,0.9077919336931577,post_CHF,313.4037490049268,292.3830146144071,270.7749492054785,292.3830146144071,0.0055188353233266915,0.000125,21.020734390519657,1616.6352634015054,30741.244163222964,838.2577167789485,15939.94992351437,430275.7152915292,430.2757152915292,973.6362848980634,0.03210760298253564,Dougall-Rohsenow post-CHF,Mishima-Hibiki
88,45.88902,45.88902,596.5936311595357,543.740573043221,543.740573043221,586.7269655020871,565.4390834924247,21.698510449203695,0.6866825329030647,21.011827916300632,0.9192416062869124,0.00011049821158351042,7.902229616806633,0.2517124879797644,766.4759818635868,28.35249141981072,0.02100297813516739,1580.899425960735,1600917.57516302,170303.0560772989,0.8196711566836253,0.8196711566836253,CHF / Dryout,18100.216382529172,,17260.44663819455,7848.605851354618,14989894.057980107,5553784.334784957,17260.44663819455,7848.605851354618,3222.198717480265,3329.040452845268,170303.0560772989,323.4436311595357,270.59057304322107,0.9192416062869124,post_CHF,313.5769655020871,292.28908349242477,270.59057304322107,292.28908349242477,0.0055188353233266915,0.000125,21.287882009662365,1617.9509684505947,31499.348943187688,838.9399361610024,16333.04241402168,446215.6652150436,446.2156652150436,1258.4449879590125,0.028233735967604708,Dougall-Rohsenow post-CHF,Mishima-Hibiki
89,46.40754,46.40754,596.8857102965467,543.544228338965,543.544228338965,586.9003426069564,565.3386307290189,21.794402390053847,0.692348613013964,21.102053777039885,0.9308187817667409,0.00011179991412646074,7.80930168020432,0.25097223043743194,766.8039170663851,28.25939897649877,0.02104887388226428,1580.899425960735,1602084.7159603313,172493.69502350036,0.819885973885459,0.819885973885459,CHF / Dryout,18094.695790387665,,17274.646301039502,7914.587054803588,14990732.997916268,5537451.292370935,17274.646301039502,7914.587054803588,3233.762705743181,3371.862501007298,172493.69502350036,323.7357102965467,270.39422833896504,0.9308187817667409,post_CHF,313.75034260695645,292.1886307290189,270.39422833896504,292.1886307290189,0.0055188353233266915,0.000125,21.561711877937544,1619.2906930154445,32282.312021882615,839.6346101423683,16739.024429586574,462548.70762906526,462.54870762906523,1691.188754274246,0.02434864198617947,Dougall-Rohsenow post-CHF,Mishima-Hibiki
90,46.92605999999999,46.92605999999999,597.1807411612599,543.3590122865438,543.3590122865438,587.0776323923537,565.2433517175695,21.884339431025637,0.6980163334477395,21.186323097577898,0.9425325717659431,0.00011312755598201531,7.716541796831927,0.2502135726949742,767.1129033105042,28.171841619057787,0.021092172661347948,1580.899425960735,1603184.2091814831,174674.24539827468,0.8201311838587388,0.8201311838587388,CHF / Dryout,18089.03137614528,,17289.15815851274,7981.700610557947,14991572.63252641,5520712.267941348,17289.15815851274,7981.700610557947,3245.4224167505636,3414.4873403630622,174674.24539827468,324.0307411612599,270.20901228654384,0.9425325717659431,post_CHF,313.92763239235376,292.0933517175695,270.20901228654384,292.0933517175695,0.0055188353233266915,0.000125,21.834280674784335,1620.65519375866,33079.140233370315,840.3421310677404,17152.195793807176,479287.73205865186,479.28773205865184,2398.076078351749,0.020442336494711926,Dougall-Rohsenow post-CHF,Mishima-Hibiki
91,47.44458,47.44458,597.4786706761994,543.1617704927072,543.1617704927072,587.2550862266173,565.1414873573073,21.97971686460005,0.7038176439657615,21.275899220634287,0.9543752866084628,0.00011453010832558948,7.620944467739846,0.24943618891171596,767.4415662320972,28.07887452316779,0.02113828736161088,1580.899425960735,1604353.4988695073,176908.79095448082,0.8203621933902311,0.8203621933902311,CHF / Dryout,18083.22011480257,,17303.988813992994,8048.729291841137,14992412.974657478,5503560.072147541,17303.988813992994,8048.729291841137,3256.9750916722296,3458.1676636742272,176908.79095448082,324.3286706761994,270.0117704927072,0.9543752866084628,post_CHF,314.10508622661735,291.9914873573073,270.0117704927072,291.9914873573073,0.0055188353233266915,0.000125,22.113598869310103,1622.0447374091402,33901.980726900234,841.0626372413874,17578.855046512308,496439.927852459,496.439927852459,3681.435516081818,0.016494917937561113,Dougall-Rohsenow post-CHF,Mishima-Hibiki
92,47.9631,47.9631,597.7795538521397,542.9524184294196,542.9524184294196,587.4327286121745,565.0329504242261,22.080531994806506,0.7097554295516277,21.37077656525488,0.966348865081981,0.00011602417454208231,7.521682259079566,0.24863946778016618,767.7899749206223,27.980508892967766,0.02118723856299125,1580.899425960735,1605592.789580274,179198.22550358687,0.8205734330110406,0.8205734330110406,CHF / Dryout,18077.256803426724,,17319.1506909215,8115.666123702786,14993254.03729472,5485981.217101028,17319.1506909215,8115.666123702786,3268.4221804031754,3502.9209429380844,179198.22550358687,324.6295538521397,269.8024184294196,0.966348865081981,post_CHF,314.28272861217454,291.8829504242261,269.8024184294196,291.8829504242261,0.0055188353233266915,0.000125,22.39977818794836,1623.4601130917345,34751.823689165416,841.7965378403261,18019.51561930605,514018.78289897135,514.0187828989714,6430.156890582711,0.0124781382795152,Dougall-Rohsenow post-CHF,Mishima-Hibiki
93,48.48161999999999,48.48161999999999,598.0834452888896,542.7425410728692,542.7425410728692,587.612470087045,564.9236249025279,22.181083829658633,0.7157671599073768,21.465316669751257,0.9784602897909773,0.0001176201903764755,7.4182878841996756,0.24782277472272837,768.1388109823738,27.882215195434075,0.021236317849971625,1580.899425960735,1606833.3435932943,181510.76147613762,0.8207744069067072,0.8207744069067072,CHF / Dryout,18071.136010950995,,17334.656799126242,8183.133108826612,14994095.83383256,5467961.701481722,17334.656799126242,8183.133108826612,3279.8662047085413,3548.125802901296,181510.76147613762,324.93344528888963,269.59254107286927,0.9784602897909773,post_CHF,314.46247008704506,291.7736249025279,269.59254107286927,291.7736249025279,0.0055188353233266915,0.000125,22.688845184517202,1624.9021364887724,35623.224389574476,842.5442558121582,18471.35431048216,532038.2985182774,532.0382985182773,14393.219156781888,0.008338495663488203,Dougall-Rohsenow post-CHF,Mishima-Hibiki
94,49.00014,49.00014,598.3903439628791,542.5204306065384,542.5204306065384,587.7924253221473,564.8075032018726,22.287072595334166,0.7219206109795887,21.56515198435458,0.9907052710695273,0.00011940927128566674,7.305548369967066,0.24698560311692327,768.507493797393,27.778538562220234,0.021288263487506027,1580.899425960735,1608144.1982310214,183879.3769621981,0.8209167317118671,0.8209167317118671,CHF / Dryout,18064.85320904572,,17350.51788900138,8250.494818269384,14994938.378088372,5449490.3471712405,17350.51788900138,8250.494818269384,3291.2056940093594,3594.4268908086797,183879.3769621981,325.24034396287914,269.37043060653843,0.9907052710695273,post_CHF,314.64242532214735,291.6575032018726,269.37043060653843,291.6575032018726,0.0055188353233266915,0.000125,22.98492212027476,1626.3713849887731,36521.07749926982,843.3060905443785,18936.909104921386,550509.6528287595,550.5096528287595,87846.40456230509,0.003374440963647575,Dougall-Rohsenow post-CHF,Mishima-Hibiki
