cell,x_hot_mid_m,x_cold_mid_m,h_hot_W_m2K,h_cold_W_m2K,U_W_m2K,q_W,q_flux_W_m2,T_wall_hot_side_C,T_wall_cold_side_C,T_wall_mean_C,dP_hot_Pa,dpdz_cold_Pa_m,dP_cold_cell_Pa,cold_cumulative_dP_kPa,f_hot,f_cold,Re_hot,Re_cold,Re_cold_liquid,Re_cold_vapor,phi_f2_cold,X_cold,cold_two_phase_dp_model,cold_correlation,cold_temperature_change
20,1.025,3.975,17639.535999467204,72880.42663397835,5117.394598500507,149.54009918675334,79333.48658674704,291.65071164512995,281.73402582178664,286.69236873345824,90.20686767159441,42104.05476668571,2105.2027383342856,44.188483622639545,0.015080939105905924,0.009693064632266428,193745.82552401372,1135276.0212864901,1135276.0212864901,0.0,1.0,0.0,Mishima-Hibiki,Dittus-Boelter liquid,single_phase_liquid_sensible
21,1.0750000000000002,3.9250000000000003,17634.888470264035,72884.63593233687,5117.024122206428,147.62580497758884,78317.9219670113,291.5378225394404,281.74808229356404,286.6429524165022,90.18208547436143,42105.86843314981,2105.2934216574904,46.29377704429704,0.015083757018444012,0.009692735183673935,193601.0855054103,1135430.3777810715,1135430.3777810715,0.0,1.0,0.0,Mishima-Hibiki,Dittus-Boelter liquid,single_phase_liquid_sensible
22,1.125,3.875,17630.306385359538,72888.79681511928,5116.658764569563,145.73523626318485,77314.94411317035,291.42631605171755,281.7619480375712,286.5941320446444,90.15768235525948,42107.66107076379,2105.3830535381894,48.39916009783523,0.015086539331638523,0.00969240975047624,193458.30660851795,1135582.8787002105,1135582.8787002105,0.0,1.0,0.0,Mishima-Hibiki,Dittus-Boelter liquid,single_phase_liquid_sensible
23,1.1750000000000003,3.825,17625.78870833723,72892.9098508058,5116.298447399057,143.86812225458942,76324.4093672234,291.316176803096,281.77562563219317,286.54590121764465,90.13365189068561,42109.432919851286,2105.4716459925644,50.504631743827794,0.015089286483285197,0.00969208828253954,193317.46119803487,1135733.5466004235,1135733.5466004235,0.0,1.0,0.0,Mishima-Hibiki,Dittus-Boelter liquid,single_phase_liquid_sensible
24,1.225,3.7750000000000004,17621.334423696866,72896.97560211527,5115.943094023477,142.0241945522568,75346.175338789,291.2073895374705,281.78911762012183,286.49825357879615,90.10998778141402,42111.18421851061,2105.5592109255304,52.61019095475332,0.015091998905915777,0.009691770730313513,193178.52206462482,1135882.4037914036,1135882.4037914036,0.0,1.0,0.0,Mishima-Hibiki,Dittus-Boelter liquid,single_phase_liquid_sensible
25,1.275,3.725,17616.942536269053,72900.99462604013,5115.592629249117,140.20318714810514,74380.10090619675,291.09993912214543,281.8024265088709,286.4511828155081,90.08668384980163,42112.91520261977,2105.6457601309885,54.71583671488431,0.015094677026866468,0.009691457044825852,193041.46241703568,1136029.472337906,1136029.472337906,0.0,1.0,0.0,Mishima-Hibiki,Dittus-Boelter liquid,single_phase_liquid_sensible
26,1.3250000000000002,3.6750000000000003,17612.612070651954,72904.96747387823,5115.246979319851,138.40483642675886,73426.04621714629,290.99381054842115,281.8155547712778,286.4046826598495,90.0637340370719,42114.62610584225,2105.7313052921127,56.82156802017642,0.01509732126834444,0.009691147177676829,192906.25587443897,1136174.7740616263,1136174.7740616263,0.0,1.0,0.0,Mishima-Hibiki,Dittus-Boelter liquid,single_phase_liquid_sensible
27,1.375,3.625,17608.34207066821,72908.89469127155,5114.9060718784485,136.62888116564088,72483.87268875634,290.88898893211126,281.8285048460167,286.35874688906404,90.0411324006651,42116.317159635204,2105.8158579817605,58.92738387815818,0.015099932047493478,0.00969084108103353,192772.8764589339,1136318.3305432613,1136318.3305432613,0.0,1.0,0.0,Mishima-Hibiki,Dittus-Boelter liquid,single_phase_liquid_sensible
28,1.4250000000000003,3.575,17604.13159884053,72912.77681823625,5114.569835929153,134.87506253426488,71553.44300718917,290.7854595139786,281.8412791380799,286.31336932602926,90.01887311165648,42117.98859325425,2105.899429662713,61.033283307820895,0.015102509776458422,0.009690538707624693,192641.29858822722,1136460.1631242875,1136460.1631242875,0.0,1.0,0.0,Mishima-Hibiki,Dittus-Boelter liquid,single_phase_liquid_sensible
29,1.475,3.5250000000000004,17599.97973588757,72916.6143892026,5114.2382018017615,133.14312409266387,70634.62112681691,290.6832076601206,281.85388001926856,286.26854383969464,89.99695045224513,42119.64063376261,2105.9820316881305,63.13926533950902,0.015105054862447983,0.009690240010735067,192511.4970685096,1136600.292909001,1136600.292909001,0.0,1.0,0.0,Mishima-Hibiki,Dittus-Boelter liquid,single_phase_liquid_sensible
